filename,gt,pred,correct,infer_ms,score_leaf,score_not_leaf
LE0837.RAW,leaf,leaf,1,271,101,-100
LE0838.RAW,leaf,leaf,1,271,59,-59
LE0839.RAW,leaf,leaf,1,270,97,-97
LE0840.RAW,leaf,leaf,1,270,85,-87
LE0841.RAW,leaf,leaf,1,271,38,-37
LE0842.RAW,leaf,leaf,1,269,86,-88
LE0843.RAW,leaf,leaf,1,270,91,-92
LE0844.RAW,leaf,leaf,1,270,85,-86
LE0845.RAW,leaf,leaf,1,270,47,-49
LE0846.RAW,leaf,leaf,1,271,81,-82
LE0847.RAW,leaf,leaf,1,270,101,-103
LE0848.RAW,leaf,leaf,1,270,87,-90
LE0849.RAW,leaf,leaf,1,271,24,-24
LE0850.RAW,leaf,leaf,1,270,50,-52
LE0851.RAW,leaf,leaf,1,270,96,-99
LE0852.RAW,leaf,leaf,1,270,80,-80
LE0853.RAW,leaf,leaf,1,270,103,-105
LE0854.RAW,leaf,leaf,1,270,94,-96
LE0855.RAW,leaf,leaf,1,270,75,-76
LE0856.RAW,leaf,leaf,1,270,38,-36
LE0857.RAW,leaf,not_leaf,0,270,-70,73
LE0858.RAW,leaf,leaf,1,271,106,-105
LE0859.RAW,leaf,leaf,1,271,119,-123
LE0860.RAW,leaf,leaf,1,271,59,-58
LE0861.RAW,leaf,leaf,1,271,113,-115
LE0862.RAW,leaf,not_leaf,0,271,-78,77
LE0863.RAW,leaf,leaf,1,272,74,-74
LE0864.RAW,leaf,leaf,1,271,42,-42
LE0865.RAW,leaf,leaf,1,271,103,-105
LE0866.RAW,leaf,leaf,1,271,89,-91
LE0867.RAW,leaf,leaf,1,270,59,-60
LE0868.RAW,leaf,not_leaf,0,272,-65,82
LE0869.RAW,leaf,leaf,1,270,94,-96
LE0870.RAW,leaf,leaf,1,270,11,-10
LE0871.RAW,leaf,leaf,1,270,74,-73
LE0872.RAW,leaf,leaf,1,270,109,-111
LE0873.RAW,leaf,leaf,1,270,39,-38
LE0874.RAW,leaf,leaf,1,270,96,-95
LE0875.RAW,leaf,leaf,1,271,98,-99
LE0876.RAW,leaf,leaf,1,270,93,-93
LE0877.RAW,leaf,leaf,1,271,102,-99
LE0878.RAW,leaf,leaf,1,270,65,-57
LE0879.RAW,leaf,leaf,1,270,81,-82
LE0880.RAW,leaf,leaf,1,271,90,-89
LE0881.RAW,leaf,leaf,1,271,100,-102
LE0882.RAW,leaf,not_leaf,0,271,-86,88
LE0883.RAW,leaf,leaf,1,270,86,-87
LE0884.RAW,leaf,leaf,1,270,102,-102
LE0885.RAW,leaf,leaf,1,271,24,-24
LE0886.RAW,leaf,leaf,1,270,68,-68
LE0887.RAW,leaf,leaf,1,271,77,-78
LE0888.RAW,leaf,leaf,1,271,104,-103
LE0889.RAW,leaf,leaf,1,270,94,-99
LE0890.RAW,leaf,leaf,1,270,86,-89
LE0891.RAW,leaf,leaf,1,270,100,-100
LE0892.RAW,leaf,leaf,1,271,75,-74
LE0893.RAW,leaf,leaf,1,271,36,-33
LE0894.RAW,leaf,leaf,1,270,59,-58
LE0895.RAW,leaf,leaf,1,270,85,-86
LE0896.RAW,leaf,leaf,1,271,100,-100
LE0897.RAW,leaf,leaf,1,270,79,-79
LE0898.RAW,leaf,leaf,1,272,107,-108
LE0899.RAW,leaf,leaf,1,271,104,-104
LE0900.RAW,leaf,leaf,1,271,19,-17
LE0901.RAW,leaf,leaf,1,272,47,-44
LE0902.RAW,leaf,leaf,1,271,21,-21
LE0903.RAW,leaf,not_leaf,0,271,-51,54
LE0904.RAW,leaf,leaf,1,271,105,-105
LE0905.RAW,leaf,leaf,1,270,103,-106
LE0906.RAW,leaf,leaf,1,270,92,-92
LE0907.RAW,leaf,leaf,1,271,119,-114
LE0908.RAW,leaf,leaf,1,270,33,-34
LE0909.RAW,leaf,not_leaf,0,271,-100,105
LE0910.RAW,leaf,leaf,1,271,10,-13
LE0911.RAW,leaf,leaf,1,270,48,-43
LE0912.RAW,leaf,leaf,1,270,73,-72
LE0913.RAW,leaf,leaf,1,271,93,-96
LE0914.RAW,leaf,leaf,1,270,98,-100
LE0915.RAW,leaf,leaf,1,270,32,-34
LE0916.RAW,leaf,leaf,1,270,109,-110
LE0917.RAW,leaf,leaf,1,270,63,-61
LE0918.RAW,leaf,leaf,1,271,75,-74
LE0919.RAW,leaf,leaf,1,271,53,-53
LE0920.RAW,leaf,leaf,1,271,75,-74
LE0921.RAW,leaf,leaf,1,271,111,-113
LE0922.RAW,leaf,leaf,1,271,95,-91
LE0923.RAW,leaf,leaf,1,270,26,-23
LE0924.RAW,leaf,leaf,1,271,18,-16
LE0925.RAW,leaf,leaf,1,271,44,-39
LE0926.RAW,leaf,leaf,1,271,57,-58
LE0927.RAW,leaf,leaf,1,271,104,-106
LE0928.RAW,leaf,leaf,1,271,95,-97
LE0929.RAW,leaf,leaf,1,271,83,-81
LE0930.RAW,leaf,leaf,1,270,92,-94
LE0931.RAW,leaf,leaf,1,271,95,-95
LE0932.RAW,leaf,leaf,1,270,53,-51
LE0933.RAW,leaf,leaf,1,271,84,-84
LE0934.RAW,leaf,not_leaf,0,271,-40,41
LE0935.RAW,leaf,leaf,1,271,80,-78
LE0936.RAW,leaf,leaf,1,270,77,-75
LE0937.RAW,leaf,leaf,1,270,88,-89
LE0938.RAW,leaf,not_leaf,0,271,-99,118
LE0939.RAW,leaf,leaf,1,270,93,-95
LE0940.RAW,leaf,leaf,1,272,8,5
LE0941.RAW,leaf,leaf,1,271,107,-110
LE0942.RAW,leaf,leaf,1,271,108,-109
LE0943.RAW,leaf,leaf,1,271,103,-104
LE0944.RAW,leaf,leaf,1,271,92,-96
LE0945.RAW,leaf,leaf,1,270,107,-109
LE0946.RAW,leaf,leaf,1,271,91,-89
LE0947.RAW,leaf,leaf,1,271,96,-101
LE0948.RAW,leaf,leaf,1,271,109,-109
LE0949.RAW,leaf,leaf,1,271,73,-70
LE0950.RAW,leaf,leaf,1,271,89,-91
LE0951.RAW,leaf,leaf,1,270,89,-91
LE0952.RAW,leaf,not_leaf,0,271,-12,13
LE0953.RAW,leaf,leaf,1,271,95,-92
LE0954.RAW,leaf,leaf,1,270,93,-93
LE0955.RAW,leaf,leaf,1,270,78,-79
LE0956.RAW,leaf,leaf,1,271,82,-84
LE0957.RAW,leaf,leaf,1,271,62,-63
LE0958.RAW,leaf,leaf,1,270,86,-88
LE0959.RAW,leaf,leaf,1,271,45,-45
LE0960.RAW,leaf,leaf,1,271,53,-49
LE0961.RAW,leaf,leaf,1,270,86,-89
LE0962.RAW,leaf,leaf,1,271,64,-64
LE0963.RAW,leaf,leaf,1,271,73,-74
LE0964.RAW,leaf,leaf,1,270,106,-107
LE0965.RAW,leaf,leaf,1,271,98,-101
LE0966.RAW,leaf,leaf,1,271,70,-72
LE0967.RAW,leaf,leaf,1,270,89,-90
LE0968.RAW,leaf,leaf,1,271,83,-84
LE0969.RAW,leaf,leaf,1,271,78,-76
LE0970.RAW,leaf,leaf,1,271,16,-17
LE0971.RAW,leaf,leaf,1,270,96,-97
LE0972.RAW,leaf,leaf,1,271,108,-107
LE0973.RAW,leaf,not_leaf,0,271,-5,7
LE0974.RAW,leaf,leaf,1,271,41,-42
LE0975.RAW,leaf,leaf,1,271,94,-93
LE0976.RAW,leaf,leaf,1,270,30,-28
LE0977.RAW,leaf,leaf,1,270,110,-111
LE0978.RAW,leaf,leaf,1,270,104,-105
LE0979.RAW,leaf,leaf,1,270,49,-47
LE0980.RAW,leaf,leaf,1,270,98,-99
LE0981.RAW,leaf,leaf,1,270,102,-102
LE0982.RAW,leaf,leaf,1,270,71,-74
LE0983.RAW,leaf,leaf,1,270,91,-94
LE0984.RAW,leaf,leaf,1,271,98,-98
LE0985.RAW,leaf,leaf,1,270,72,-72
LE0986.RAW,leaf,leaf,1,270,94,-96
LE0987.RAW,leaf,leaf,1,271,5,-4
LE0988.RAW,leaf,leaf,1,270,41,-38
LE0989.RAW,leaf,leaf,1,271,95,-95
LE0990.RAW,leaf,not_leaf,0,271,-25,30
LE0991.RAW,leaf,leaf,1,271,48,-48
LE0992.RAW,leaf,leaf,1,271,111,-112
LE0993.RAW,leaf,leaf,1,271,93,-93
LE0994.RAW,leaf,leaf,1,272,77,-78
LE0995.RAW,leaf,leaf,1,270,99,-102
LE0996.RAW,leaf,leaf,1,271,69,-68
LE0997.RAW,leaf,not_leaf,0,271,-57,59
LE0998.RAW,leaf,leaf,1,272,115,-113
LE0999.RAW,leaf,leaf,1,270,102,-105
LE1000.RAW,leaf,leaf,1,271,73,-73
LE1001.RAW,leaf,leaf,1,271,103,-104
LE1002.RAW,leaf,leaf,1,271,93,-95
LE1003.RAW,leaf,not_leaf,0,271,-63,71
LE1004.RAW,leaf,leaf,1,270,63,-60
LE1005.RAW,leaf,leaf,1,270,62,-59
LE1006.RAW,leaf,leaf,1,271,95,-98
LE1007.RAW,leaf,leaf,1,271,103,-106
LE1008.RAW,leaf,leaf,1,270,105,-105
LE1009.RAW,leaf,leaf,1,271,70,-71
LE1010.RAW,leaf,leaf,1,270,95,-99
LE1011.RAW,leaf,leaf,1,270,90,-91
LE1012.RAW,leaf,leaf,1,271,109,-110
LE1013.RAW,leaf,leaf,1,271,83,-83
LE1014.RAW,leaf,leaf,1,271,78,-76
LE1015.RAW,leaf,leaf,1,271,118,-119
LE1016.RAW,leaf,leaf,1,270,94,-97
LE1017.RAW,leaf,leaf,1,271,94,-97
LE1018.RAW,leaf,leaf,1,272,8,-8
LE1019.RAW,leaf,leaf,1,270,69,-69
LE1020.RAW,leaf,leaf,1,270,53,-50
LE1021.RAW,leaf,not_leaf,0,270,-32,37
LE1022.RAW,leaf,leaf,1,272,38,-39
LE1023.RAW,leaf,leaf,1,270,32,-33
LE1024.RAW,leaf,leaf,1,270,86,-86
LE1025.RAW,leaf,leaf,1,270,95,-96
LE1026.RAW,leaf,leaf,1,270,100,-101
LE1027.RAW,leaf,leaf,1,270,109,-109
LE1028.RAW,leaf,leaf,1,271,43,-40
LE1029.RAW,leaf,leaf,1,271,99,-100
LE1030.RAW,leaf,leaf,1,271,91,-90
LE1031.RAW,leaf,leaf,1,271,98,-100
LE1032.RAW,leaf,leaf,1,271,81,-80
LE1033.RAW,leaf,leaf,1,271,88,-87
LE1034.RAW,leaf,leaf,1,270,97,-99
LE1035.RAW,leaf,leaf,1,270,43,-38
LE1036.RAW,leaf,leaf,1,270,66,-68
LE1037.RAW,leaf,leaf,1,270,70,-72
LE1038.RAW,leaf,leaf,1,271,35,-35
LE1039.RAW,leaf,leaf,1,271,91,-86
LE1040.RAW,leaf,leaf,1,271,50,-49
LE1041.RAW,leaf,leaf,1,271,86,-88
LE1042.RAW,leaf,not_leaf,0,271,-74,78
LE1043.RAW,leaf,leaf,1,271,94,-95
LE1044.RAW,leaf,leaf,1,271,107,-107
LE1045.RAW,leaf,leaf,1,271,75,-76
LE1046.RAW,leaf,leaf,1,271,77,-76
LE1047.RAW,leaf,leaf,1,270,80,-79
LE1048.RAW,leaf,leaf,1,270,94,-94
LE1049.RAW,leaf,leaf,1,271,92,-90
LE1050.RAW,leaf,leaf,1,270,99,-99
LE1051.RAW,leaf,leaf,1,270,85,-84
LE1052.RAW,leaf,leaf,1,271,63,-62
LE1053.RAW,leaf,leaf,1,270,83,-86
LE1054.RAW,leaf,leaf,1,270,77,-78
LE1055.RAW,leaf,not_leaf,0,270,1,4
LE1056.RAW,leaf,leaf,1,270,88,-90
LE1057.RAW,leaf,leaf,1,270,78,-79
LE1058.RAW,leaf,leaf,1,270,71,-70
LE1059.RAW,leaf,leaf,1,270,85,-87
LE1060.RAW,leaf,leaf,1,270,107,-105
LE1061.RAW,leaf,leaf,1,270,86,-87
LE1062.RAW,leaf,leaf,1,271,99,-100
LE1063.RAW,leaf,leaf,1,271,39,-38
LE1064.RAW,leaf,leaf,1,271,74,-71
LE1065.RAW,leaf,leaf,1,271,75,-78
LE1066.RAW,leaf,leaf,1,271,93,-95
LE1067.RAW,leaf,leaf,1,271,99,-101
LE1068.RAW,leaf,leaf,1,270,75,-75
LE1069.RAW,leaf,leaf,1,270,77,-76
LE1070.RAW,leaf,leaf,1,270,108,-106
LE1071.RAW,leaf,leaf,1,271,86,-85
LE1072.RAW,leaf,leaf,1,271,84,-83
LE1073.RAW,leaf,leaf,1,270,79,-79
LE1074.RAW,leaf,leaf,1,270,109,-110
LE1075.RAW,leaf,leaf,1,270,60,-58
LE1076.RAW,leaf,leaf,1,270,83,-83
LE1077.RAW,leaf,leaf,1,271,108,-110
LE1078.RAW,leaf,leaf,1,270,101,-103
LE1079.RAW,leaf,leaf,1,271,113,-113
LE1080.RAW,leaf,leaf,1,271,100,-99
LE1081.RAW,leaf,leaf,1,271,56,-56
LE1082.RAW,leaf,leaf,1,270,70,-70
LE1083.RAW,leaf,leaf,1,272,67,-69
LE1084.RAW,leaf,leaf,1,271,96,-96
LE1085.RAW,leaf,leaf,1,272,49,-46
LE1086.RAW,leaf,leaf,1,271,56,-53
LE1087.RAW,leaf,leaf,1,270,77,-76
LE1088.RAW,leaf,leaf,1,271,96,-100
LE1089.RAW,leaf,leaf,1,271,41,-39
LE1090.RAW,leaf,leaf,1,269,97,-99
LE1091.RAW,leaf,leaf,1,270,93,-92
LE1092.RAW,leaf,not_leaf,0,271,-36,40
LE1093.RAW,leaf,leaf,1,270,52,-53
LE1094.RAW,leaf,leaf,1,270,10,-3
LE1095.RAW,leaf,leaf,1,270,89,-90
LE1096.RAW,leaf,leaf,1,270,3,3
LE1097.RAW,leaf,leaf,1,271,121,-123
LE1098.RAW,leaf,leaf,1,270,96,-96
LE1099.RAW,leaf,not_leaf,0,270,-37,39
LE1100.RAW,leaf,leaf,1,271,65,-65
LE1101.RAW,leaf,leaf,1,270,96,-97
LE1102.RAW,leaf,leaf,1,271,84,-86
LE1103.RAW,leaf,leaf,1,270,94,-97
LE1104.RAW,leaf,leaf,1,270,96,-97
LE1105.RAW,leaf,leaf,1,271,84,-79
LE1106.RAW,leaf,leaf,1,271,77,-77
LE1107.RAW,leaf,leaf,1,271,85,-87
LE1108.RAW,leaf,leaf,1,271,68,-64
LE1109.RAW,leaf,leaf,1,271,76,-78
LE1110.RAW,leaf,leaf,1,271,108,-108
LE1111.RAW,leaf,leaf,1,270,98,-99
LE1112.RAW,leaf,leaf,1,270,100,-102
LE1113.RAW,leaf,leaf,1,270,26,-29
LE1114.RAW,leaf,leaf,1,271,112,-113
LE1115.RAW,leaf,leaf,1,270,56,-55
LE1116.RAW,leaf,leaf,1,270,85,-86
LE1117.RAW,leaf,leaf,1,270,98,-101
LE1118.RAW,leaf,leaf,1,270,102,-103
LE1119.RAW,leaf,leaf,1,271,127,-128
LE1120.RAW,leaf,leaf,1,270,81,-82
LE1121.RAW,leaf,leaf,1,271,83,-79
LE1122.RAW,leaf,leaf,1,271,21,-19
LE1123.RAW,leaf,leaf,1,271,25,-27
LE1124.RAW,leaf,leaf,1,271,124,-125
LE1125.RAW,leaf,leaf,1,270,102,-106
LE1126.RAW,leaf,leaf,1,270,99,-101
LE1127.RAW,leaf,leaf,1,271,81,-80
LE1128.RAW,leaf,leaf,1,271,113,-110
LE1129.RAW,leaf,leaf,1,271,101,-102
LE1130.RAW,leaf,leaf,1,271,76,-77
LE1131.RAW,leaf,leaf,1,271,106,-108
LE1132.RAW,leaf,leaf,1,271,113,-113
LE1133.RAW,leaf,leaf,1,271,78,-81
LE1134.RAW,leaf,leaf,1,270,103,-104
LE1135.RAW,leaf,leaf,1,270,108,-110
LE1136.RAW,leaf,leaf,1,270,88,-91
LE1137.RAW,leaf,leaf,1,270,89,-88
LE1138.RAW,leaf,leaf,1,270,81,-81
LE1139.RAW,leaf,leaf,1,270,101,-99
LE1140.RAW,leaf,leaf,1,270,74,-73
LE1141.RAW,leaf,leaf,1,271,115,-115
LE1142.RAW,leaf,leaf,1,270,92,-92
LE1143.RAW,leaf,leaf,1,271,65,-65
LE1144.RAW,leaf,leaf,1,271,43,-41
LE1145.RAW,leaf,leaf,1,271,94,-92
LE1146.RAW,leaf,leaf,1,271,93,-96
LE1147.RAW,leaf,leaf,1,271,99,-99
LE1148.RAW,leaf,leaf,1,270,15,-12
LE1149.RAW,leaf,leaf,1,271,125,-127
LE1150.RAW,leaf,leaf,1,270,22,-21
LE1151.RAW,leaf,leaf,1,270,116,-116
LE1152.RAW,leaf,leaf,1,270,119,-117
LE1153.RAW,leaf,leaf,1,271,84,-82
LE1154.RAW,leaf,leaf,1,270,91,-92
LE1155.RAW,leaf,leaf,1,270,100,-102
LE1156.RAW,leaf,leaf,1,270,89,-91
LE1157.RAW,leaf,leaf,1,271,60,-55
LE1158.RAW,leaf,leaf,1,270,58,-55
LE1159.RAW,leaf,leaf,1,270,79,-81
LE1160.RAW,leaf,leaf,1,270,74,-72
LE1161.RAW,leaf,leaf,1,270,104,-104
LE1162.RAW,leaf,leaf,1,270,85,-86
LE1163.RAW,leaf,leaf,1,270,85,-85
LE1164.RAW,leaf,leaf,1,270,53,-53
LE1165.RAW,leaf,leaf,1,271,67,-64
LE1166.RAW,leaf,not_leaf,0,271,-6,11
LE1167.RAW,leaf,leaf,1,271,30,-31
LE1168.RAW,leaf,leaf,1,270,110,-112
LE1169.RAW,leaf,leaf,1,271,107,-108
LE1170.RAW,leaf,leaf,1,270,93,-92
LE1171.RAW,leaf,leaf,1,270,74,-75
LE1172.RAW,leaf,leaf,1,271,115,-117
LE1173.RAW,leaf,leaf,1,271,28,-24
LE1174.RAW,leaf,leaf,1,271,98,-101
LE1175.RAW,leaf,not_leaf,0,271,-31,33
LE1176.RAW,leaf,leaf,1,271,103,-105
LE1177.RAW,leaf,leaf,1,270,65,-68
LE1178.RAW,leaf,leaf,1,271,88,-90
LE1179.RAW,leaf,leaf,1,271,77,-77
LE1180.RAW,leaf,not_leaf,0,271,-1,0
LE1181.RAW,leaf,leaf,1,271,54,-50
LE1182.RAW,leaf,leaf,1,271,85,-86
LE1183.RAW,leaf,leaf,1,270,92,-96
LE1184.RAW,leaf,leaf,1,271,97,-97
LE1185.RAW,leaf,leaf,1,270,77,-77
LE1186.RAW,leaf,leaf,1,270,66,-67
LE1187.RAW,leaf,leaf,1,271,105,-105
LE1188.RAW,leaf,leaf,1,270,27,-22
LE1189.RAW,leaf,leaf,1,271,6,-9
LE1190.RAW,leaf,not_leaf,0,270,2,3
LE1191.RAW,leaf,leaf,1,270,105,-105
LE1192.RAW,leaf,leaf,1,269,76,-78
LE1193.RAW,leaf,leaf,1,270,76,-76
LE1194.RAW,leaf,leaf,1,270,104,-105
LE1195.RAW,leaf,leaf,1,271,102,-105
LE1196.RAW,leaf,leaf,1,271,109,-110
LE1197.RAW,leaf,leaf,1,270,89,-90
LE1198.RAW,leaf,leaf,1,271,108,-106
LE1199.RAW,leaf,leaf,1,271,103,-103
LE1200.RAW,leaf,leaf,1,271,37,-30
LE1201.RAW,leaf,leaf,1,270,106,-106
LE1202.RAW,leaf,leaf,1,270,100,-102
LE1203.RAW,leaf,leaf,1,270,72,-73
LE1204.RAW,leaf,leaf,1,270,81,-84
LE1205.RAW,leaf,leaf,1,271,3,0
LE1206.RAW,leaf,leaf,1,271,96,-97
LE1207.RAW,leaf,leaf,1,270,82,-85
LE1208.RAW,leaf,leaf,1,271,103,-105
LE1209.RAW,leaf,leaf,1,270,13,-8
LE1210.RAW,leaf,leaf,1,271,57,-56
LE1211.RAW,leaf,leaf,1,271,33,-35
LE1212.RAW,leaf,not_leaf,0,271,-32,33
LE1213.RAW,leaf,leaf,1,272,66,-64
LE1214.RAW,leaf,leaf,1,271,98,-100
LE1215.RAW,leaf,leaf,1,271,79,-77
LE1216.RAW,leaf,leaf,1,271,101,-101
LE1217.RAW,leaf,leaf,1,271,19,-12
LE1218.RAW,leaf,leaf,1,271,62,-64
LE1219.RAW,leaf,leaf,1,271,107,-107
LE1220.RAW,leaf,not_leaf,0,271,-12,21
LE1221.RAW,leaf,leaf,1,270,62,-61
LE1222.RAW,leaf,not_leaf,0,271,-28,31
LE1223.RAW,leaf,leaf,1,271,96,-95
LE1224.RAW,leaf,leaf,1,271,66,-67
LE1225.RAW,leaf,leaf,1,270,64,-60
LE1226.RAW,leaf,not_leaf,0,270,-2,4
LE1227.RAW,leaf,leaf,1,270,88,-90
LE1228.RAW,leaf,leaf,1,270,90,-91
LE1229.RAW,leaf,leaf,1,269,55,-55
LE1230.RAW,leaf,leaf,1,271,111,-112
LE1231.RAW,leaf,leaf,1,271,10,-8
LE1232.RAW,leaf,leaf,1,270,111,-112
LE1233.RAW,leaf,leaf,1,270,69,-69
LE1234.RAW,leaf,leaf,1,271,99,-95
LE1235.RAW,leaf,not_leaf,0,270,-51,52
LE1236.RAW,leaf,leaf,1,271,45,-45
LE1237.RAW,leaf,leaf,1,272,102,-101
LE1238.RAW,leaf,leaf,1,270,9,-13
LE1239.RAW,leaf,leaf,1,270,74,-73
LE1240.RAW,leaf,leaf,1,271,10,-10
LE1241.RAW,leaf,leaf,1,270,94,-96
LE1242.RAW,leaf,leaf,1,270,88,-90
LE1243.RAW,leaf,leaf,1,271,82,-84
LE1244.RAW,leaf,leaf,1,270,103,-105
LE1245.RAW,leaf,not_leaf,0,271,-28,32
LE1246.RAW,leaf,leaf,1,271,56,-55
LE1247.RAW,leaf,leaf,1,271,104,-104
LE1248.RAW,leaf,leaf,1,270,85,-87
LE1249.RAW,leaf,leaf,1,272,100,-101
LE1250.RAW,leaf,not_leaf,0,271,-3,1
LE1251.RAW,leaf,not_leaf,0,271,-6,4
LE1252.RAW,leaf,leaf,1,271,93,-92
LE1253.RAW,leaf,leaf,1,271,46,-46
LE1254.RAW,leaf,leaf,1,270,104,-105
LE1255.RAW,leaf,leaf,1,270,91,-95
LE1256.RAW,leaf,leaf,1,270,43,-41
LE1257.RAW,leaf,leaf,1,271,34,-35
LE1258.RAW,leaf,leaf,1,271,67,-70
LE1259.RAW,leaf,leaf,1,271,44,-45
LE1260.RAW,leaf,leaf,1,271,84,-84
LE1261.RAW,leaf,leaf,1,271,28,-26
LE1262.RAW,leaf,leaf,1,270,93,-94
LE1263.RAW,leaf,leaf,1,270,69,-69
LE1264.RAW,leaf,leaf,1,270,63,-58
LE1265.RAW,leaf,not_leaf,0,271,-12,17
LE1266.RAW,leaf,not_leaf,0,271,-9,10
LE1267.RAW,leaf,not_leaf,0,270,-95,97
LE1268.RAW,leaf,leaf,1,270,38,-33
LE1269.RAW,leaf,leaf,1,271,70,-71
LE1270.RAW,leaf,leaf,1,270,92,-93
LE1271.RAW,leaf,leaf,1,271,9,-8
LE1272.RAW,leaf,leaf,1,270,68,-68
LE1273.RAW,leaf,leaf,1,270,13,-11
LE1274.RAW,leaf,leaf,1,271,108,-109
LE1275.RAW,leaf,leaf,1,270,52,-51
LE1276.RAW,leaf,leaf,1,270,97,-98
LE1277.RAW,leaf,leaf,1,271,103,-101
LE1278.RAW,leaf,leaf,1,270,95,-97
LE1279.RAW,leaf,leaf,1,270,70,-69
LE1280.RAW,leaf,leaf,1,270,108,-111
LE1281.RAW,leaf,leaf,1,271,74,-71
LE1282.RAW,leaf,leaf,1,270,76,-79
LE1283.RAW,leaf,leaf,1,271,85,-85
LE1284.RAW,leaf,not_leaf,0,271,-8,9
LE1285.RAW,leaf,leaf,1,271,92,-93
LE1286.RAW,leaf,leaf,1,271,88,-87
LE1287.RAW,leaf,leaf,1,270,86,-86
LE1288.RAW,leaf,leaf,1,271,100,-102
LE1289.RAW,leaf,leaf,1,271,98,-99
LE1290.RAW,leaf,leaf,1,270,84,-86
LE1291.RAW,leaf,leaf,1,271,62,-60
LE1292.RAW,leaf,leaf,1,271,86,-87
LE1293.RAW,leaf,leaf,1,271,52,-52
LE1294.RAW,leaf,leaf,1,272,85,-84
LE1295.RAW,leaf,leaf,1,271,81,-84
LE1296.RAW,leaf,leaf,1,270,81,-84
LE1297.RAW,leaf,leaf,1,271,101,-104
LE1298.RAW,leaf,leaf,1,270,45,-44
LE1299.RAW,leaf,leaf,1,271,74,-73
LE1300.RAW,leaf,leaf,1,270,89,-90
LE1301.RAW,leaf,leaf,1,270,121,-120
LE1302.RAW,leaf,leaf,1,270,105,-105
LE1303.RAW,leaf,leaf,1,271,119,-118
LE1304.RAW,leaf,leaf,1,272,33,-30
LE1305.RAW,leaf,leaf,1,270,85,-90
LE1306.RAW,leaf,leaf,1,270,5,-2
LE1307.RAW,leaf,leaf,1,271,97,-96
LE1308.RAW,leaf,leaf,1,270,27,-27
LE1309.RAW,leaf,leaf,1,270,99,-100
LE1310.RAW,leaf,leaf,1,270,58,-54
LE1311.RAW,leaf,leaf,1,270,69,-67
LE1312.RAW,leaf,leaf,1,270,71,-72
LE1313.RAW,leaf,leaf,1,270,97,-99
LE1314.RAW,leaf,leaf,1,271,50,-46
LE1315.RAW,leaf,leaf,1,271,46,-46
LE1316.RAW,leaf,leaf,1,270,60,-58
LE1317.RAW,leaf,leaf,1,270,111,-113
LE1318.RAW,leaf,leaf,1,271,88,-86
LE1319.RAW,leaf,leaf,1,271,53,-45
LE1320.RAW,leaf,leaf,1,270,53,-51
LE1321.RAW,leaf,leaf,1,270,72,-71
LE1322.RAW,leaf,leaf,1,271,98,-98
LE1323.RAW,leaf,leaf,1,270,57,-55
LE1324.RAW,leaf,leaf,1,271,84,-84
LE1325.RAW,leaf,leaf,1,271,0,0
LE1326.RAW,leaf,leaf,1,271,98,-96
LE1327.RAW,leaf,leaf,1,271,62,-65
LE1328.RAW,leaf,leaf,1,271,86,-86
LE1329.RAW,leaf,leaf,1,270,59,-56
LE1330.RAW,leaf,leaf,1,271,102,-103
LE1331.RAW,leaf,leaf,1,271,76,-78
LE1332.RAW,leaf,not_leaf,0,272,-9,16
LE1333.RAW,leaf,leaf,1,271,109,-108
LE1334.RAW,leaf,leaf,1,271,103,-103
LE1335.RAW,leaf,leaf,1,271,8,0
LE1336.RAW,leaf,leaf,1,271,101,-101
LE1337.RAW,leaf,leaf,1,272,90,-81
LE1338.RAW,leaf,not_leaf,0,272,-90,95
LE1339.RAW,leaf,leaf,1,271,95,-96
LE1340.RAW,leaf,leaf,1,272,83,-84
LE1341.RAW,leaf,not_leaf,0,270,-26,26
LE1342.RAW,leaf,leaf,1,271,93,-93
LE1343.RAW,leaf,leaf,1,270,76,-76
LE1344.RAW,leaf,leaf,1,271,58,-57
LE1345.RAW,leaf,leaf,1,270,79,-79
LE1346.RAW,leaf,leaf,1,270,42,-40
LE1347.RAW,leaf,leaf,1,271,120,-123
LE1348.RAW,leaf,leaf,1,270,42,-39
LE1349.RAW,leaf,not_leaf,0,271,-59,60
LE1350.RAW,leaf,leaf,1,270,102,-101
LE1351.RAW,leaf,leaf,1,270,107,-108
LE1352.RAW,leaf,leaf,1,271,20,-23
LE1353.RAW,leaf,leaf,1,270,65,-66
LE1354.RAW,leaf,leaf,1,270,74,-72
LE1355.RAW,leaf,leaf,1,271,116,-114
LE1356.RAW,leaf,leaf,1,271,115,-116
LE1357.RAW,leaf,leaf,1,271,19,-16
LE1358.RAW,leaf,leaf,1,270,68,-67
LE1359.RAW,leaf,leaf,1,271,67,-64
LE1360.RAW,leaf,leaf,1,271,66,-69
LE1361.RAW,leaf,leaf,1,271,6,0
LE1362.RAW,leaf,leaf,1,271,57,-57
LE1363.RAW,leaf,not_leaf,0,271,-16,18
LE1364.RAW,leaf,leaf,1,270,103,-104
LE1365.RAW,leaf,leaf,1,271,92,-89
LE1366.RAW,leaf,leaf,1,271,69,-70
LE1367.RAW,leaf,leaf,1,270,94,-97
LE1368.RAW,leaf,leaf,1,272,93,-94
LE1369.RAW,leaf,leaf,1,271,69,-62
LE1370.RAW,leaf,not_leaf,0,272,-11,17
